"CO","CI","SV","SVI","SVV","PRV","PR","SYS","DIA","MAP","SI","time","SVR","SVRI","volume","drug_dose"
3,2.1,32,22,6,0,94,80,51,63,1.175,126220,1573.33333333333,2247.61904761905,112,0.07295942
3,2.1,32,22,7,0,94,82,52,65,1.14634146341463,126240,1626.66666666667,2323.80952380952,112,0.07295942
3,2.1,32,22,4,0,93,79,50,62,1.17721518987342,126260,1546.66666666667,2209.52380952381,112,0.07295942
2.9,2,31,21,6,0,94,80,52,63,1.175,126280,1627.58620689655,2360,112,0.07295942
3,2,31,21,5,0,94,79,51,63,1.18987341772152,126300,1573.33333333333,2360,112,0.07295942
3,2.1,33,23,7,0,90,84,52,65,1.07142857142857,126320,1626.66666666667,2323.80952380952,112,0.07295942
2.8,1.9,32,22,5,0,86,76,48,60,1.13157894736842,126340,1600,2357.89473684211,112,0.07295942
3.1,2.1,32,22,5,0,96,81,53,65,1.18518518518519,126360,1574.1935483871,2323.80952380952,112,0.07295942
3.1,2.1,33,22,6,0,95,85,53,67,1.11764705882353,126380,1625.8064516129,2400,112,0.07295942
3.5,2.4,37,25,6,0,95,99,57,73,0.95959595959596,126400,1577.14285714286,2300,112,0.07295942
3.1,2.1,33,22,4,0,94,85,53,66,1.10588235294118,126420,1600,2361.90476190476,112,0.07295942
2.9,2,31,21,4,0,93,81,52,64,1.14814814814815,126440,1655.1724137931,2400,112,0.07295942
3.1,2.1,33,23,6,0,95,88,55,68,1.07954545454545,126460,1651.61290322581,2438.09523809524,112,0.07295942
3.1,2.1,33,22,5,0,94,82,52,64,1.14634146341463,126480,1548.38709677419,2285.71428571429,112,0.07295942
3,2,32,22,5,0,94,80,51,63,1.175,126500,1573.33333333333,2360,112,0.07295942
3.1,2.1,33,23,5,0,94,86,53,66,1.09302325581395,126520,1600,2361.90476190476,112,0.07295942
3.1,2.1,33,23,5,0,94,86,53,66,1.09302325581395,126540,1600,2361.90476190476,112,0.07295942
3,2.1,32,22,3,0,93,82,51,64,1.13414634146341,126560,1600,2285.71428571429,112,0.07295942
3.1,2.1,33,22,5,0,94,82,52,64,1.14634146341463,126580,1548.38709677419,2285.71428571429,112,0.07295942
3.1,2.1,33,22,5,0,93,80,51,63,1.1625,126600,1522.58064516129,2247.61904761905,112,0.07295942
3.2,2.2,34,23,7,0,93,85,52,66,1.09411764705882,126620,1550,2254.54545454545,112,0.07295942
3.1,2.1,34,23,4,0,93,85,52,66,1.09411764705882,126640,1600,2361.90476190476,112,0.07295942
3.1,2.2,34,23,6,0,94,85,53,66,1.10588235294118,126660,1600,2254.54545454545,112,0.07295942
3.5,2.4,37,25,6,0,94,99,56,72,0.94949494949495,126680,1554.28571428571,2266.66666666667,112,0.07295942
3.7,2.6,40,27,7,0,94,97,53,69,0.969072164948454,126700,1405.40540540541,2000,112,0.07295942
2.5,1.7,27,18,6,0,92,75,52,61,1.22666666666667,126720,1824,2682.35294117647,112,0.07295942
2.1,1.4,23,15,6,0,92,73,54,63,1.26027397260274,126740,2247.61904761905,3371.42857142857,112,0.07295942
3,2,32,22,11,0,94,79,52,62,1.18987341772152,126760,1546.66666666667,2320,112,0.07295942
2.7,1.8,29,20,14,0,92,66,45,53,1.39393939393939,126780,1451.85185185185,2177.77777777778,112,0.07295942
2.9,2,31,21,14,0,93,69,46,55,1.34782608695652,126800,1406.89655172414,2040,112,0.07295942
3,2.1,33,22,6,0,93,78,51,61,1.19230769230769,126820,1520,2171.42857142857,112,0.07295942
3.3,2.3,35,24,9,0,93,88,54,67,1.05681818181818,126840,1527.27272727273,2191.30434782609,112,0.07295942
2.7,1.9,29,20,10,0,93,84,55,66,1.10714285714286,126860,1837.03703703704,2610.52631578947,112,0.07295942
4.2,2.9,46,32,10,0,91,83,44,60,1.09638554216867,126880,1066.66666666667,1544.8275862069,112,0.07295942
3.1,2.1,36,24,10,0,86,86,51,65,1,126900,1574.1935483871,2323.80952380952,112,0.07295942
2.9,2,33,23,7,0,89,72,47,58,1.23611111111111,126920,1489.65517241379,2160,112,0.07295942
4.1,2.8,42,29,6,0,97,83,46,61,1.16867469879518,126940,1112.19512195122,1628.57142857143,112,0.07295942
3.5,2.4,36,24,10,0,97,96,57,73,1.01041666666667,126960,1577.14285714286,2300,112,0.07295942
3,2.1,32,22,12,0,95,99,62,77,0.95959595959596,126980,1946.66666666667,2780.95238095238,112,0.07295942
3,2.1,32,22,3,0,94,83,53,65,1.13253012048193,127000,1626.66666666667,2323.80952380952,112,0.07295942
3.3,2.2,35,24,5,0,94,83,51,64,1.13253012048193,127020,1454.54545454545,2181.81818181818,112,0.07295942
2.7,1.9,29,20,10,0,93,80,54,65,1.1625,127040,1807.40740740741,2568.42105263158,112,0.07295942
2.7,1.9,29,20,6,0,93,80,54,65,1.1625,127060,1807.40740740741,2568.42105263158,112,0.07295942
2.8,1.9,30,20,3,0,93,80,53,64,1.1625,127080,1714.28571428571,2526.31578947368,112,0.07295942
2.9,2,31,21,6,0,95,86,56,68,1.1046511627907,127100,1765.51724137931,2560,112,0.07295942
3,2,31,21,7,0,96,85,56,68,1.12941176470588,127120,1706.66666666667,2560,112,0.07295942
2.9,2,31,21,9,0,95,86,56,68,1.1046511627907,127140,1765.51724137931,2560,112,0.07295942
3.8,2.6,40,27,9,0,94,105,57,75,0.895238095238095,127160,1494.73684210526,2184.61538461538,112,0.07295942
2.9,2,31,21,3,0,93,87,56,68,1.06896551724138,127180,1765.51724137931,2560,112,0.07295942
1.9,1.3,20,14,3,0,93,74,56,61,1.25675675675676,127200,2400,3507.69230769231,112,0.07295942
3,2,32,22,10,0,93,83,54,65,1.12048192771084,127220,1626.66666666667,2440,112,0.07295942
3.1,2.1,33,22,5,0,93,85,55,67,1.09411764705882,127240,1625.8064516129,2400,112,0.07295942
3.3,2.2,34,23,10,0,94,95,58,72,0.989473684210526,127260,1648.48484848485,2472.72727272727,112,0.07295942
3.2,2.2,34,23,3,0,94,93,57,71,1.01075268817204,127280,1675,2436.36363636364,112,0.07295942
3.1,2.1,33,22,2,0,93,84,53,65,1.10714285714286,127300,1574.1935483871,2323.80952380952,112,0.07295942
3,2.1,32,22,6,0,94,84,54,66,1.11904761904762,127320,1653.33333333333,2361.90476190476,112,0.07295942
3,2.1,33,22,3,0,93,88,55,69,1.05681818181818,127340,1733.33333333333,2476.19047619048,112,0.07295942
3.1,2.1,33,23,4,0,94,87,54,68,1.08045977011494,127360,1651.61290322581,2438.09523809524,112,0.07295942
3.4,2.3,37,25,5,0,94,88,53,66,1.06818181818182,127380,1458.82352941176,2156.52173913043,112,0.07295942
3.1,2.1,33,23,6,0,94,86,54,67,1.09302325581395,127400,1625.8064516129,2400,112,0.07295942
3.2,2.2,33,23,6,0,95,86,53,66,1.1046511627907,127420,1550,2254.54545454545,112,0.07295942
3.3,2.2,34,23,4,0,95,90,55,69,1.05555555555556,127440,1575.75757575758,2363.63636363636,112,0.07295942
3.2,2.2,34,23,4,0,95,92,56,70,1.03260869565217,127460,1650,2400,112,0.07295942
3.1,2.2,33,23,3,0,94,89,54,68,1.0561797752809,127480,1651.61290322581,2327.27272727273,112,0.07295942
3.2,2.2,34,23,3,0,94,87,54,67,1.08045977011494,127500,1575,2290.90909090909,112,0.07295942
3.2,2.2,34,23,4,0,94,87,53,67,1.08045977011494,127520,1575,2290.90909090909,112,0.07295942
3.3,2.3,35,24,4,0,95,98,58,74,0.969387755102041,127540,1696.9696969697,2434.78260869565,112,0.07295942
3.2,2.2,35,24,4,0,93,90,55,69,1.03333333333333,127560,1625,2363.63636363636,112,0.07295942
3.1,2.1,34,23,4,0,93,86,53,67,1.08139534883721,127580,1625.8064516129,2400,112,0.07295942
3.1,2.1,33,22,3,0,93,85,53,66,1.09411764705882,127600,1600,2361.90476190476,112,0.07295942
3,2,33,23,4,0,91,81,51,63,1.12345679012346,127620,1573.33333333333,2360,112,0.07295942
3,2,34,23,4,0,87,86,52,65,1.01162790697674,127640,1626.66666666667,2440,112,0.07295942
3.3,2.2,34,23,5,0,95,90,55,69,1.05555555555556,127660,1575.75757575758,2363.63636363636,112,0.07295942
3.2,2.2,33,23,3,0,95,90,55,70,1.05555555555556,127680,1650,2400,112,0.07295942
3.2,2.2,33,23,3,0,95,86,54,67,1.1046511627907,127700,1575,2290.90909090909,112,0.07295942
3.4,2.3,36,24,3,0,95,87,55,67,1.09195402298851,127780,1482.35294117647,2191.30434782609,112,0.07295942
3.4,2.3,36,24,3,0,95,87,55,67,1.09195402298851,127800,1482.35294117647,2191.30434782609,112,0.07295942
3,2.1,32,22,8,0,94,84,54,65,1.11904761904762,127820,1626.66666666667,2323.80952380952,112,0.07295942
2.9,2,31,21,5,0,94,79,52,62,1.18987341772152,127840,1600,2320,112,0.07295942
2.9,2,32,22,5,0,92,77,50,61,1.19480519480519,127860,1572.41379310345,2280,112,0.07295942
3,2.1,32,22,4,0,95,82,52,65,1.15853658536585,127880,1626.66666666667,2323.80952380952,112,0.07295942
3.1,2.1,33,22,2,0,93,83,52,65,1.12048192771084,127900,1574.1935483871,2323.80952380952,112,0.07295942
3.1,2.1,33,23,4,0,92,82,51,64,1.1219512195122,127920,1548.38709677419,2285.71428571429,112,0.07295942
3.3,2.2,35,24,4,0,95,90,54,69,1.05555555555556,127940,1575.75757575758,2363.63636363636,112,0.07295942
3.2,2.2,34,23,3,0,93,86,53,66,1.08139534883721,127960,1550,2254.54545454545,112,0.07295942
3.1,2.2,34,23,3,0,93,82,51,64,1.13414634146341,127980,1548.38709677419,2181.81818181818,112,0.07295942
3.1,2.1,33,23,3,0,92,82,51,64,1.1219512195122,128000,1548.38709677419,2285.71428571429,112,0.07295942
3.1,2.1,34,23,4,0,92,81,50,63,1.1358024691358,128020,1522.58064516129,2247.61904761905,112,0.07295942
3.1,2.2,34,23,3,0,93,83,51,65,1.12048192771084,128040,1574.1935483871,2218.18181818182,112,0.07295942
3.2,2.2,35,24,3,0,93,89,53,68,1.04494382022472,128060,1600,2327.27272727273,112,0.07295942
3.3,2.2,35,24,4,0,92,92,54,69,1,128080,1575.75757575758,2363.63636363636,112,0.07295942
3.2,2.2,34,23,4,0,94,88,53,67,1.06818181818182,128100,1575,2290.90909090909,112,0.07295942
3.2,2.2,34,23,6,0,93,89,54,68,1.04494382022472,128120,1600,2327.27272727273,112,0.07295942
3.2,2.2,34,23,6,0,92,85,52,65,1.08235294117647,128140,1525,2218.18181818182,112,0.07295942
3.2,2.2,34,23,6,0,93,88,54,68,1.05681818181818,128160,1600,2327.27272727273,112,0.07295942
3.2,2.2,35,24,7,0,93,94,56,71,0.98936170212766,128180,1675,2436.36363636364,112,0.07295942
3.2,2.2,35,24,3,0,93,94,55,71,0.98936170212766,128200,1675,2436.36363636364,112,0.07295942
3.3,2.2,35,24,4,0,94,91,54,69,1.03296703296703,128220,1575.75757575758,2363.63636363636,112,0.07295942
3.3,2.2,35,24,4,0,93,91,54,69,1.02197802197802,128240,1575.75757575758,2363.63636363636,112,0.07295942
3.2,2.2,34,23,4,0,93,90,54,69,1.03333333333333,128260,1625,2363.63636363636,112,0.07295942
3.1,2.2,34,23,3,0,92,89,54,68,1.03370786516854,128280,1651.61290322581,2327.27272727273,112,0.07295942
3.2,2.2,35,24,5,0,92,93,55,70,0.989247311827957,128300,1650,2400,112,0.07295942
3.3,2.2,35,24,4,0,93,93,55,70,1,128320,1600,2400,112,0.07295942
3.2,2.2,35,24,4,0,94,91,55,69,1.03296703296703,128340,1625,2363.63636363636,112,0.07295942
3.3,2.3,35,24,5,0,93,96,56,72,0.96875,128360,1648.48484848485,2365.21739130435,112,0.07295942
3.2,2.2,34,23,3,0,93,91,55,69,1.02197802197802,128380,1625,2363.63636363636,112,0.07295942
3.2,2.2,34,23,4,0,94,89,54,68,1.0561797752809,128400,1600,2327.27272727273,112,0.07295942
3.2,2.2,34,23,3,0,93,89,54,68,1.04494382022472,128420,1600,2327.27272727273,112,0.07295942
3.3,2.3,35,24,3,0,94,98,57,73,0.959183673469388,128440,1672.72727272727,2400,112,0.07295942
3.8,2.6,41,28,4,0,93,111,58,77,0.837837837837838,128460,1536.84210526316,2246.15384615385,112,0.07295942
2.8,1.9,30,21,4,0,92,89,57,69,1.03370786516854,128480,1857.14285714286,2736.84210526316,112,0.07295942
3,2,30,21,4,0,97,95,60,73,1.02105263157895,128500,1840,2760,112,0.07295942
2.4,1.6,26,17,4,0,94,72,50,60,1.30555555555556,128520,1866.66666666667,2800,112,0.07295942
2.6,1.8,29,20,4,0,90,73,50,59,1.23287671232877,128540,1692.30769230769,2444.44444444444,112,0.07295942
2.6,1.8,30,20,4,0,88,62,41,49,1.41935483870968,128560,1384.61538461538,2000,112,0.07295942
2.7,1.9,29,20,4,0,93,70,47,56,1.32857142857143,128580,1540.74074074074,2189.47368421053,112,0.07295942
2.6,1.8,27,18,7,0,96,75,53,62,1.28,128600,1784.61538461538,2577.77777777778,112,0.07295942
2.4,1.7,26,17,5,0,95,73,52,61,1.3013698630137,128620,1900,2682.35294117647,112,0.07295942
2.3,1.6,24,16,5,0,96,75,52,60,1.28,128640,1947.82608695652,2800,112,0.07295942
3.9,2.7,46,32,5,0,84,84,45,65,1,128660,1251.28205128205,1807.40740740741,112,0.07295942
3.9,2.6,41,28,6,0,94,88,49,64,1.06818181818182,128680,1230.76923076923,1846.15384615385,112,0.07295942
2.8,1.9,30,20,8,0,93,88,57,69,1.05681818181818,128700,1857.14285714286,2736.84210526316,112,0.07295942
3.4,2.3,36,25,8,0,94,89,53,67,1.0561797752809,128720,1482.35294117647,2191.30434782609,112,0.07295942
3.7,2.5,40,27,7,0,93,102,56,74,0.911764705882353,128740,1513.51351351351,2240,112,0.07295942
3.8,2.6,41,28,3,0,93,94,51,67,0.98936170212766,128760,1326.31578947368,1938.46153846154,112,0.07295942
3.8,2.6,41,28,5,0,94,94,52,69,1,128780,1368.42105263158,2000,112,0.07295942
3.7,2.6,40,27,4,0,93,95,52,69,0.978947368421053,128800,1405.40540540541,2000,112,0.07295942
3.7,2.5,39,27,5,0,94,97,53,71,0.969072164948454,128820,1448.64864864865,2144,112,0.07295942
3.7,2.6,40,27,3,0,93,94,52,69,0.98936170212766,128840,1405.40540540541,2000,112,0.07295942
3.8,2.6,40,28,3,0,93,96,53,70,0.96875,128860,1389.47368421053,2030.76923076923,112,0.07295942
3.8,2.6,40,28,4,0,94,99,54,72,0.94949494949495,128880,1431.57894736842,2092.30769230769,112,0.07295942
3.8,2.6,40,28,4,0,93,99,53,71,0.939393939393939,128900,1410.52631578947,2061.53846153846,112,0.07295942
3.7,2.6,40,27,4,0,93,99,54,72,0.939393939393939,128920,1470.27027027027,2092.30769230769,112,0.07295942
3.7,2.5,40,27,3,0,93,97,53,71,0.958762886597938,128940,1448.64864864865,2144,112,0.07295942
3.7,2.5,40,27,3,0,94,96,53,70,0.979166666666667,128960,1427.02702702703,2112,112,0.07295942
3.6,2.5,38,26,4,0,95,101,56,74,0.940594059405941,128980,1555.55555555556,2240,112,0.07295942
3.3,2.3,35,24,4,0,95,124,70,89,0.766129032258065,129000,2060.60606060606,2956.52173913043,112,0.07295942
3.6,2.5,39,26,5,0,94,105,58,75,0.895238095238095,129020,1577.77777777778,2272,112,0.07295942
3.6,2.5,39,27,5,0,93,101,56,73,0.920792079207921,129040,1533.33333333333,2208,112,0.07295942
3.4,2.3,36,24,7,0,94,94,56,71,1,129060,1576.47058823529,2330.4347826087,112,0.07295942
3.5,2.4,38,26,7,0,94,99,56,73,0.94949494949495,129080,1577.14285714286,2300,112,0.07295942
3.6,2.5,38,26,4,0,94,103,57,75,0.912621359223301,129100,1577.77777777778,2272,112,0.07295942
3.6,2.5,38,26,6,0,94,105,58,76,0.895238095238095,129120,1600,2304,112,0.07295942
3.6,2.5,38,26,3,0,94,101,56,73,0.930693069306931,129140,1533.33333333333,2208,112,0.07295942
3.6,2.5,39,26,2,0,94,101,56,73,0.930693069306931,129160,1533.33333333333,2208,112,0.07295942
3.6,2.5,39,26,2,0,94,101,56,73,0.930693069306931,129180,1533.33333333333,2208,112,0.07295942
3.7,2.5,39,27,2,0,93,103,56,74,0.902912621359223,129200,1513.51351351351,2240,112,0.07295942
3.7,2.5,40,27,4,0,94,106,58,76,0.886792452830189,129220,1556.75675675676,2304,112,0.07295942
3.7,2.5,39,27,3,0,94,103,57,74,0.912621359223301,129240,1513.51351351351,2240,112,0.07295942
3.7,2.5,39,27,3,0,94,102,56,73,0.92156862745098,129260,1491.89189189189,2208,112,0.07295942
3.7,2.5,39,27,2,0,94,104,57,74,0.903846153846154,129280,1513.51351351351,2240,112,0.07295942
3.7,2.5,39,27,2,0,95,119,63,85,0.798319327731092,129300,1751.35135135135,2592,112,0.07295942
3.5,2.4,38,26,3,0,93,126,67,88,0.738095238095238,129320,1920,2800,112,0.07295942
3,2.1,33,22,6,0,92,97,60,74,0.948453608247423,129340,1866.66666666667,2666.66666666667,112,0.07295942
2.7,1.9,29,20,6,0,92,83,55,66,1.10843373493976,129360,1837.03703703704,2610.52631578947,112,0.07295942
2.6,1.8,28,19,8,0,94,81,56,66,1.16049382716049,129380,1907.69230769231,2755.55555555556,112,0.07295942
2.7,1.9,29,20,8,0,94,86,57,69,1.09302325581395,129400,1925.92592592593,2736.84210526316,112,0.07295942
2.9,2,31,21,6,0,94,88,57,69,1.06818181818182,129420,1793.10344827586,2600,112,0.07295942
3,2.1,32,22,8,0,94,90,57,70,1.04444444444444,129440,1760,2514.28571428571,112,0.07295942
3,2.1,32,22,8,0,94,88,56,69,1.06818181818182,129460,1733.33333333333,2476.19047619048,112,0.07295942
3.1,2.1,33,22,8,0,95,91,57,70,1.04395604395604,129480,1703.22580645161,2514.28571428571,112,0.07295942
3.2,2.2,33,23,8,0,95,95,58,73,1,129500,1725,2509.09090909091,112,0.07295942
3.1,2.1,34,23,7,0,90,94,57,71,0.957446808510638,129520,1729.03225806452,2552.38095238095,112,0.07295942
2.9,2,32,22,8,0,91,85,53,66,1.07058823529412,129540,1710.34482758621,2480,112,0.07295942
2.8,1.9,29,20,10,0,97,86,57,67,1.12790697674419,129560,1800,2652.63157894737,112,0.07295942
1.7,1.1,18,12,14,0,93,62,51,56,1.5,147480,2447.05882352941,3781.81818181818,112,0.07295942
1.4,0.9,20,13,14,0,70,54,44,49,1.2962962962963,147500,2571.42857142857,4000,112,0.07295942
2.2,1.5,23,16,19,0,95,61,46,53,1.55737704918033,147520,1781.81818181818,2613.33333333333,112,0.07295942
2.3,1.6,24,16,16,0,95,66,49,58,1.43939393939394,147540,1878.26086956522,2700,112,0.07295942
2.4,1.6,25,17,11,0,95,67,48,57,1.41791044776119,147560,1766.66666666667,2650,112,0.07295942
2.4,1.7,26,18,11,0,94,72,49,60,1.30555555555556,147580,1866.66666666667,2635.29411764706,112,0.07295942
2.6,1.8,27,19,10,0,94,74,50,61,1.27027027027027,147600,1753.84615384615,2533.33333333333,112,0.07295942
2.6,1.8,27,19,9,0,94,75,51,62,1.25333333333333,147620,1784.61538461538,2577.77777777778,112,0.07295942
2.7,1.8,29,20,10,0,94,76,51,63,1.23684210526316,147640,1748.14814814815,2622.22222222222,112,0.07295942
2.6,1.8,28,19,10,0,93,73,50,61,1.27397260273973,147660,1753.84615384615,2533.33333333333,112,0.07295942
2.7,1.9,29,20,9,0,94,72,48,60,1.30555555555556,147680,1659.25925925926,2357.89473684211,112,0.07295942
2.7,1.8,29,20,10,0,93,74,49,61,1.25675675675676,147700,1688.88888888889,2533.33333333333,112,0.07295942
3,2.1,32,22,12,0,95,82,53,66,1.15853658536585,147720,1653.33333333333,2361.90476190476,112,0.07295942
3.1,2.1,32,22,9,0,95,82,52,66,1.15853658536585,147740,1600,2361.90476190476,112,0.07295942
2.9,2,30,21,7,0,96,76,50,62,1.26315789473684,147760,1600,2320,112,0.07295942
2.6,1.8,27,19,11,0,96,72,49,60,1.33333333333333,147780,1723.07692307692,2488.88888888889,112,0.07295942
2.6,1.8,27,18,11,0,96,69,48,57,1.39130434782609,147800,1630.76923076923,2355.55555555556,112,0.07295942
2.4,1.7,26,17,11,0,95,69,50,59,1.3768115942029,147820,1833.33333333333,2588.23529411765,112,0.07295942
2.5,1.7,27,18,10,0,93,69,49,58,1.34782608695652,147840,1728,2541.17647058824,112,0.07295942
2.6,1.8,28,19,4,0,93,71,50,60,1.30985915492958,147860,1723.07692307692,2488.88888888889,112,0.07295942
2.7,1.8,29,20,8,0,94,75,51,62,1.25333333333333,147880,1718.51851851852,2577.77777777778,112,0.07295942
2.7,1.8,28,19,7,0,95,75,52,62,1.26666666666667,147900,1718.51851851852,2577.77777777778,112,0.07295942
3,2.1,32,22,8,0,95,83,54,66,1.14457831325301,147920,1653.33333333333,2361.90476190476,112,0.07295942
2.9,2,31,21,6,0,94,76,50,62,1.23684210526316,147940,1600,2320,112,0.07295942
2.9,2,31,21,7,0,94,81,52,65,1.16049382716049,147960,1682.75862068966,2440,112,0.07295942
2.8,1.9,30,21,9,0,94,77,51,63,1.22077922077922,147980,1685.71428571429,2484.21052631579,112,0.07295942
3,2,31,21,9,0,95,84,54,67,1.13095238095238,148000,1680,2520,112,0.07295942
3,2.1,32,22,6,0,95,80,51,65,1.1875,148020,1626.66666666667,2323.80952380952,112,0.07295942
2.8,1.9,30,21,7,0,94,75,50,62,1.25333333333333,148040,1657.14285714286,2442.1052631579,112,0.07295942
3.1,2.1,33,22,9,0,95,88,55,69,1.07954545454545,148060,1677.41935483871,2476.19047619048,112,0.07295942
2.9,2,31,21,5,0,92,80,51,65,1.15,148080,1682.75862068966,2440,112,0.07295942
2.7,1.8,29,20,5,0,94,76,51,63,1.23684210526316,148100,1748.14814814815,2622.22222222222,112,0.07295942
2.8,1.9,29,20,6,0,95,76,51,63,1.25,148120,1685.71428571429,2484.21052631579,112,0.07295942
3,2,31,21,6,0,94,79,50,63,1.18987341772152,148140,1573.33333333333,2360,112,0.07295942
3,2,31,21,6,0,95,80,52,65,1.1875,148160,1626.66666666667,2440,112,0.07295942
3,2.1,32,22,5,0,95,79,50,64,1.20253164556962,148180,1600,2285.71428571429,112,0.07295942
3,2,31,21,5,0,94,79,51,64,1.18987341772152,148200,1600,2400,112,0.07295942
2.9,2,31,21,7,0,94,82,53,66,1.14634146341463,148220,1710.34482758621,2480,112,0.07295942
3.1,2.1,33,22,8,0,94,84,53,66,1.11904761904762,148240,1600,2361.90476190476,112,0.07295942
3,2,31,21,6,0,94,77,49,63,1.22077922077922,148260,1573.33333333333,2360,112,0.07295942
3.1,2.1,33,22,7,0,95,83,52,66,1.14457831325301,148280,1600,2361.90476190476,112,0.07295942
3.1,2.1,33,22,9,0,94,81,51,64,1.16049382716049,148300,1548.38709677419,2285.71428571429,112,0.07295942
2.9,2,31,21,6,0,94,79,50,64,1.18987341772152,148320,1655.1724137931,2400,112,0.07295942
3.1,2.1,32,22,10,0,94,82,51,66,1.14634146341463,148340,1600,2361.90476190476,112,0.07295942
3,2.1,32,22,7,0,94,83,52,66,1.13253012048193,148360,1653.33333333333,2361.90476190476,112,0.07295942
3.1,2.1,33,23,10,0,95,85,53,67,1.11764705882353,148380,1625.8064516129,2400,112,0.07295942
3.1,2.1,33,22,6,0,94,80,50,64,1.175,148400,1548.38709677419,2285.71428571429,112,0.07295942
2.7,1.9,29,20,11,0,94,79,53,64,1.18987341772152,148420,1777.77777777778,2526.31578947368,112,0.07295942
3.3,2.2,35,24,9,0,95,83,51,65,1.14457831325301,148440,1478.78787878788,2218.18181818182,112,0.07295942
3.2,2.2,34,23,5,0,95,78,48,62,1.21794871794872,148460,1450,2109.09090909091,112,0.07295942
3,2.1,32,22,6,0,95,76,48,61,1.25,148480,1520,2171.42857142857,112,0.07295942
2.9,2,30,21,9,0,96,79,50,64,1.21518987341772,148500,1655.1724137931,2400,112,0.07295942
3,2.1,31,21,9,0,96,77,50,61,1.24675324675325,148520,1520,2171.42857142857,112,0.07295942
2.8,1.9,30,21,9,0,91,71,48,58,1.28169014084507,148540,1542.85714285714,2273.68421052632,112,0.07295942
2.9,2,31,21,16,0,94,75,50,61,1.25333333333333,148560,1572.41379310345,2280,112,0.07295942
2.8,1.9,29,20,7,0,97,74,50,61,1.31081081081081,148580,1628.57142857143,2400,112,0.07295942
2.9,2,30,21,7,0,96,75,50,61,1.28,148600,1572.41379310345,2280,112,0.07295942
2.9,2,31,21,7,0,95,81,53,65,1.17283950617284,148620,1682.75862068966,2440,112,0.07295942
3.5,2.4,38,26,3,0,92,84,51,65,1.0952380952381,148640,1394.28571428571,2033.33333333333,112,0.07295942
3.5,2.4,37,25,5,0,95,82,49,63,1.15853658536585,148660,1348.57142857143,1966.66666666667,112,0.07295942
3.2,2.2,34,23,7,0,94,82,51,63,1.14634146341463,148680,1475,2145.45454545455,112,0.07295942
3.3,2.3,35,24,7,0,95,88,52,67,1.07954545454545,148700,1527.27272727273,2191.30434782609,112,0.07295942
2.5,1.7,26,18,7,0,95,97,69,79,0.979381443298969,148720,2400,3529.41176470588,112,0.07295942
2.1,1.4,22,15,7,0,95,73,56,64,1.3013698630137,148740,2285.71428571429,3428.57142857143,112,0.07295942
2,1.4,22,15,9,0,92,64,50,56,1.4375,148760,2080,2971.42857142857,112,0.07295942
2.1,1.4,22,15,9,0,93,64,49,56,1.453125,148780,1980.95238095238,2971.42857142857,112,0.07295942
2.1,1.4,22,15,9,0,95,80,60,67,1.1875,148800,2400,3600,112,0.07295942
2.5,1.7,27,18,9,0,94,75,52,62,1.25333333333333,148820,1856,2729.41176470588,112,0.07295942
2.6,1.8,28,19,7,0,94,75,52,62,1.25333333333333,148840,1784.61538461538,2577.77777777778,112,0.07295942
2.5,1.7,27,18,7,0,93,72,50,61,1.29166666666667,148860,1824,2682.35294117647,112,0.07295942
2.6,1.8,28,19,6,0,93,73,51,61,1.27397260273973,148880,1753.84615384615,2533.33333333333,112,0.07295942
2.7,1.8,29,20,6,0,94,76,52,63,1.23684210526316,148900,1748.14814814815,2622.22222222222,112,0.07295942
2.6,1.8,28,19,10,0,94,72,50,60,1.30555555555556,148920,1723.07692307692,2488.88888888889,112,0.07295942
2.5,1.7,27,18,8,0,93,72,50,60,1.29166666666667,148940,1792,2635.29411764706,112,0.07295942
2.6,1.8,28,19,7,0,94,75,51,62,1.25333333333333,148960,1784.61538461538,2577.77777777778,112,0.07295942
2.6,1.8,28,19,11,0,93,73,49,61,1.27397260273973,148980,1753.84615384615,2533.33333333333,112,0.07295942
2.6,1.8,28,19,5,0,94,73,50,61,1.28767123287671,149000,1753.84615384615,2533.33333333333,112,0.07295942
2.6,1.8,28,19,7,0,94,72,49,60,1.30555555555556,149020,1723.07692307692,2488.88888888889,112,0.07295942
3,2,31,21,7,0,96,83,53,66,1.1566265060241,149040,1653.33333333333,2480,112,0.07295942
2.8,1.9,30,20,4,0,93,78,52,63,1.19230769230769,149060,1685.71428571429,2484.21052631579,112,0.07295942
2.6,1.7,27,19,6,0,93,72,50,60,1.29166666666667,149080,1723.07692307692,2635.29411764706,112,0.07295942
2.7,1.9,29,20,7,0,95,82,55,66,1.15853658536585,149100,1837.03703703704,2610.52631578947,112,0.07295942
2.5,1.7,26,18,7,0,95,70,47,57,1.35714285714286,149120,1696,2494.11764705882,112,0.07295942
2.4,1.7,25,17,14,0,95,80,56,66,1.1875,149140,2066.66666666667,2917.64705882353,112,0.07295942
2.3,1.6,25,17,14,0,93,72,53,61,1.29166666666667,149160,1982.60869565217,2850,112,0.07295942
2,1.4,22,15,14,0,94,64,50,56,1.46875,149180,2080,2971.42857142857,112,0.07295942
2.2,1.5,24,16,9,0,89,63,47,54,1.41269841269841,149200,1818.18181818182,2666.66666666667,112,0.07295942
2.7,1.9,29,20,9,0,94,72,49,59,1.30555555555556,149300,1629.62962962963,2315.78947368421,112,0.07295942
